TIME,farm_unique_name,Wind120
2023-11-10,ada_2_res,5.694166666666667
2023-11-10,ada_res,3.577916666666667
2023-11-10,adapazari_res,4.757916666666667
2023-11-10,air_4_res,6.765833333333333
2023-11-10,akbuk_2_res,4.270833333333333
2023-11-10,akbuk_res_antik,3.87875
2023-11-10,akbuk_res_ayen,4.245416666666666
2023-11-10,akca_res,5.249583333333333
2023-11-10,akdag_res,2.4166666666666665
2023-11-10,akhisar_res,3.922916666666667
2023-11-10,akkus_res,3.4566666666666666
2023-11-10,aksu_res,2.5079166666666666
2023-11-10,akyel_2_res,3.409166666666667
2023-11-10,akyurt_res,3.1325000000000003
2023-11-10,alacati_res_egenda,4.821666666666666
2023-11-10,alacati_res_euas,5.13375
2023-11-10,alares_2_res,5.745833333333334
2023-11-10,aliaga_res,3.2529166666666662
2023-11-10,alibeyhuyug_res,3.4958333333333336
2023-11-10,amasya_res,4.804166666666666
2023-11-10,amasya_res_eih,3.247916666666667
2023-11-10,andoz_res,1.6287500000000001
2023-11-10,arapkir_res,1.7320833333333334
2023-11-10,ardicli_res,3.0516666666666663
2023-11-10,arzu_res,3.439166666666667
2023-11-10,atakale_res,3.5091666666666668
2023-11-10,atik_res,2.1025
2023-11-10,aydos_res,6.15375
2023-11-10,ayvalik_res,2.827083333333333
2023-11-10,ayyıldız_res,4.545833333333333
2023-11-10,bafa_res,3.8249999999999997
2023-11-10,bagarasi_res,3.780416666666667
2023-11-10,baglama_res,2.3529166666666668
2023-11-10,baglar_res,2.6787499999999995
2023-11-10,balabanli_res,6.315833333333334
2023-11-10,balikesir_res,4.484166666666667
2023-11-10,bandirma_3_res,3.2541666666666664
2023-11-10,bandirma_4_res,5.5304166666666665
2023-11-10,bandirma_res_bilgin,4.6674999999999995
2023-11-10,barbaros_res,7.32
2023-11-10,belen_res,3.126666666666667
2023-11-10,bereketli_res,3.825416666666667
2023-11-10,berg_res,6.470833333333334
2023-11-10,bergama_res,5.426666666666667
2023-11-10,bergama_res_vento,3.7554166666666666
2023-11-10,biga_res,3.8191666666666664
2023-11-10,bozcaada_res,4.8116666666666665
2023-11-10,bozuyuk_1_res,5.371666666666666
2023-11-10,bozuyuk_2_res,3.4804166666666667
2023-11-10,bozyaka_res,3.341666666666667
2023-11-10,burgaz_res,5.04875
2023-11-10,camseki_res,4.2562500000000005
2023-11-10,canakkale_res,4.397083333333334
2023-11-10,candir_res,5.253333333333333
2023-11-10,canta_res,6.229583333333333
2023-11-10,catalca_res,5.834166666666667
2023-11-10,cataltepe_res,5.831666666666667
2023-11-10,cataltepe_res_alize,6.353750000000001
2023-11-10,caypinar_res,2.3325
2023-11-10,cercikaya_res,1.8141666666666667
2023-11-10,cerit_res,2.1245833333333333
2023-11-10,cerkes_res,6.078749999999999
2023-11-10,cesme_res_1_demirer,5.915416666666666
2023-11-10,cesme_res_2_vega,3.9879166666666666
2023-11-10,dagpazari_res,1.8333333333333333
2023-11-10,dares_res,4.282916666666667
2023-11-10,datca_res,5.017916666666666
2023-11-10,demirciler_res,2.0833333333333335
2023-11-10,demircili_res,5.059583333333333
2023-11-10,denizli_res,2.9095833333333334
2023-11-10,dikili_res,4.2283333333333335
2023-11-10,dilek_res,1.8945833333333333
2023-11-10,dinar_res,1.9583333333333333
2023-11-10,duzova_res,5.29875
2023-11-10,eber_res,3.4308333333333336
2023-11-10,edincik_res,4.34125
2023-11-10,ege_res,4.5725
2023-11-10,elmali_res_peker,2.4904166666666665
2023-11-10,elmali_res_sur,2.4904166666666665
2023-11-10,enez_res,5.566666666666666
2023-11-10,erciyes_res,3.5175
2023-11-10,esenkoy_res,5.2508333333333335
2023-11-10,evrencik_res,7.504583333333334
2023-11-10,fatma_res,3.158333333333333
2023-11-10,fener_res,5.944166666666667
